"Region","Case.1st.Observed.Date","ID.Name","Field....S.","Narrative","CAUSE","DETERMINED.FATE","Health.status","DISENTANGLEMENT.STATUS","Seen..1yr.","Breeding..Feeding..Migratory.corridor..or.Other.","INITIAL..National.Cause.Criteria..L1.L12","FINAL.National.Cause.Criteria..L1.L12","L1","L2","L3","L4","L5a","L5b","L6a","L6b","L6c","L7a","L7b","L8","L9","L10","L11","L12","PBR..Value","Gear..Type","Trailing.","Species","anchored","calf.juv","constricting","decline","extensive.severe","fluke.peduncle","gear.free","head","healing","laceration.deep","laceration.shallow","pectoral","swim.dive","trailing","VessSpd","VessSz","wraps.multi","wraps.no"
"PAC","25-Jun-17","","","WHALE STRUGGLING AT SURFACE AND ANCHORED IN PLACE, NOT RAISING ITS FLUKES OUT OF THE WATER AT ALL. NO GEAR VISIBLE, BUT APPARENT THAT WHALE IS ANCHORED BY SOMETHING. VIDEO / PHOTO REVIEWED BY J. CARRETTA. FINAL OUTCOME UNKNOWN.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","","HUWH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","28-Jun-17","","","CITIZEN TOOK PHOTO OF PLEASURE BOAT HITTING WHALE BELOW GOLDEN GATE BRIDGE. EXTENT OF INJURIES UNKNOWN, SPEED OF VESSEL UNKNOWN, BUT PROBABLY IN EXCESS OF 10KTS BASED ON PHOTO. APPEARS VESSEL IS APPROXIMATELY SAME SIZE AS WHALE. http://www.gulfster.com/Daily/2017PictureGallery/hump-back-whale-golden-gate/index.html","VS","SI","UNKNOWN","",0,"F","-","L6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"","","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdSlow","VSzSmall",0,0
"PAC","2-Jul-17","","","WHALE WITH LINE WRAPPED AROUND AND CUTTING INTO ANIMAL, MIDWAY BETWEEN FLUKES AND DORSAL HUMP. DEEP AND EXTENSIVELY-WOUNDED AREA IS HEAVILY COVERED IN BARNACLES, INDICATING THE GEAR HAS BEEN ON THE WHALE FOR SOME TIME. CONSTRICTING ENTANGLEMENT. TRAILING AT LEAST TWO BUOYS. WHALE DISENTANGLEMENT TEAM REMOVED MOST GEAR ON 7/29/2017 IN SOUTHERN CA WATERS (=RESCUE). WHALE WAS SUBSEQUENTLY SEEN, GEAR FREE, SWIMMING AND TAIL-SLAPPING ON 7/30/2017 OFF SOUTHERN CALIFORNIA. WHALE APPEARS TO BE IN GOOD HEALTH WITH EXCEPTION OF ENTANGLEMENT INJURY, WHICH APPEARS PINK IN COLOR. GIVEN SEVERITY OF INJURY, SURVIVAL OF WHALE IS UNCERTAIN. FISHERY POSITIVELY-IDENTIFIED FROM RECOVERED GEAR TAG. PHOTOS / VIDEO REVIEWED BY J. CARRETTA.","EN","SI","DECLINE","Partial",0,"F","-","L5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","1","HUWH",0,0,1,0,1,0,1,0,1,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"PAC","13-Jul-17","","","ENTANGLEMENT INVOLVED 25 FT JUVENILE HUMPBACK WHALE TRAILING 400 YARDS OF LINE. SEVERAL SETS OF FIXED FISHING GEAR WRAPPED AROUND THE TAIL FLUKES, THE PECTORAL FINS, AND THE MOUTH. WHALE INITIALLY ENTANGLED IN SABLEFISH ANCHOR GEAR AND THEN DRAGGED THAT GEAR THROUGH SHRIMP GEAR, SO TWO FISHERIES WERE INVOLVED. THE GEAR HAD ANCHORED THE WHALE IN PLACE AND ANIMAL WAS UNABLE TO LIFT ITS FLUKES. DISENTANGLEMENT TEAM WORKED WITH LOCAL FISHERMEN IN A CAREFULLY PLANNED OPERATION TO HAUL UP SOME OF THE HEAVY GEAR WEIGHING DOWN THE TAIL. THAT CREATED ENOUGH SLACK TO LET THE WHALE SURFACE, ALLOWING THE TEAM TO MAKE THE NECESSARY CUTS TO REMOVE ALL THE ENTANGLING GEAR FROM THE WHALE. SHORT VIDEO POST-RELEASE SHOWS WHALE SWIMMING SLOWLY AT SURFACE. APPARENT BODY CONDITION APPEARS HEALTY FROM PHOTOS. DESIGNATED AS A NON-SERIOUS INJURY DUE TO RESCUE / INTERVENTION AND COMPLETE REMOVAL OF GEAR.","EN","NS","UNKNOWN","Disentangled",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","","HUWH",1,1,0,0,0,0,1,1,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","23-Jul-17","","","THICK BLUE LINE DEEPLY EMBEDDED BEHIND BLOWHOLE AND A WRAP OF LEFT PECTORAL FLIPPER, CONNECTING TO MOUTH. THE EMBEDDED LINE HAS CUT INTO THE BLUBBER LAYER OF THE WHALE. LINE AROUND LEFT FLIPPER HAS AN X-SHAPED CONFIGURATION AROUND BASE OF FLIPPER, INDICATING A CONSTRICTING WRAP. ANIMAL DESCRIBED AS AGITATED AND BREACHING, WITH TAIL SLAPPING BEHAVIOR. ANIMAL RESIGHTED 8/19/2017, STILL ENTANGLED. FINAL OUTCOME UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","1","HUWH",0,0,1,0,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","23-Aug-17","","","TWO LINES; ONE ACROSS OR JUST IN FRONT OF BLOW HOLE, ONE CLOSE BEHIND THE BLOWHOLE ON HEAD; SIGNIFICANT ABRASIONS NOTED ON UNDERSIDE OF TAIL STOCK AND LEADING EDGE OF THE FLUKE. WHALE WAS EMACIATED. GEAR AMOUNT AND CONFIGURATION UNKNOWN, BUT SERIOUS INJURY DUE TO APPARENT HEALTH DECLINE OF WHALE. PHOTOS REVIEWED BY J. CARRETTA.","EN","SI","DECLINE","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","","HUWH",0,0,0,1,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","23-Aug-17","","","ENTANGLEMENT INVOLVED THE RIGHT FLIPPER AND THE TAIL, WITH LINE TRAILING TO TWO WHITE BUOYS ABOUT 50 TO 100' BEHIND THE WHALE. LINE WAS ALSO OBSERVED DESCENDING TOWARDS THE SEAFLOOR. EST - 3/8"" LINE - LIGHT COLOR; DESCRIPTION DEEMED SPECIFIC AND DETAILED ENOUGH, COMING FROM A PROFESSIONAL MARINER, TO WARRANT CONFIRMATION EVEN THOUGH PHOTO IS OF LOW QUALITY AND DOES NOT PROVIDE EVIDENCE OF ENTANGLEMENT. SINGLE PHOTO REVIEWED BY J. CARRETTA, WHICH DOES NOT SHOW ENOUGH OF WHALE OR CONTEXT FOR FURTHER ASSESSMENT. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","1","HUWH",0,0,0,0,0,0,0,0,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","3-Sep-17","","","VIDEO SHOWS MOTIONLESS WHALE WITH HIGH CYAMID LOAD. LINE COMING OUT OF RIGHT SIDE OF MOUTH AND ANOTHER PIECE ON RIGHT PECTORAL FLIPPER. DEEP LACERATION ON HEAD OF WHALE JUST ANTERIOR TO BLOWHOLE AND ANOTHER DEEP LACERATION ON THE RIGHT FLIPPER. GEAR RECOVERED BY MEMBERS OF THE PUBLIC AND EVENTUALLY IDENTIFIED AS WASHINGTON STATE TRIBAL DUNGENESS POT GEAR. SURVIVAL OF WHALE DOUBTFUL BASED ON HEALTH DECLINE. VIDEO REVIEWED BY J. CARRETTA.","EN","SI","DECLINE","Partial",0,"F","-","L5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",1,0,0,1,0,0,0,1,0,1,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","20-Sep-17","","","DISTANT PHOTOS OF BREACHING HUMPBACK SHOW BLUE/GREEN LINE UNDERNEATH BASE OF LEFT PECTORAL FLIPPER AND THROUGH BOTH SIDES OF MOUTH. ANIMAL APPEARED TO BE IN GOOD HEALTH. GEAR AMOUNT AND CONFIGURATION UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","","HUWH",0,0,0,0,0,0,0,1,1,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","2-Oct-17","","","LINE ACROSS BACK IN FRONT OF DORSAL FIN, STARTING TO BECOME EMBEDDED. RECENT PHOTO OF WHALE FROM 9/4 SHOWS WHALE WITHOUT ENTANGLEMENT, SO THIS IS A RELATIVELY RECENT ENTANGLEMENT. THERE ARE TWO LINES TRAILING BEHIND THE FLUKES. ONE GOES ABOUT 2/3RDS BODY LENGTH BACK AND IS RUNNING FREE, THE OTHER ALMOST EXACTLY THE WIDTH OF THE FLUKES WITH TWO OBJECTS ATTACHED ONE OF WHICH IS LIKELY A BULLET BUOY AT THE END AND THE OTHER IS FLATTENED AND FISHES IN THE CURRENT. THE LATTER MAY BE A WAD OF LINE AROUND ANOTHER BUOY. THE TWO LINES ARE FAIRLY SEPARATED BUT TWIST CLOSE TO THE FLUKES AND PROBABLY ARE TWISTED UNDER THE BODY. BECAUSE TWO LINES WERE DETECTED TRAILING THE ANIMAL IT IS THOUGHT THAT THERE IS NO TRAP ATTACHED. EVIDENCE OF LINE EMBEDDING IN WHALE WARRANTS A SERIOUS INJURY UNDER CATEGORY L2 (CONSTRICTING ENTANGLEMENT). THE LINE OVER THE BACK IS NOT THAT TIGHT. (SLIDE BETWEEN 39 SEC AND 40 SEC TO SEE THAT IT IS LOOSE ENOUGH ON THE LEFT SIDE TO SLIDE ANTERIORLY-POSTERORILY.) BUT RUNS ANTERIORLY AND DOWN. THAT IT LOOPS OVER THE BACK AND RUNS FORWARD SUGGESTS TO ME THAT THE FLIPPERS MAY BE CONSTRAINED OR IT TWISTS UNDERNEATH, AND IT RUNS PROBABLY THROUGH THE MOUTH. THE RIGHT SIDE RUNS MORE ACUTELY TOWARDS THE RIGHT PEC. IT MAY RUN UNDER THE RIGHT PEC THEN TO THE GAPE OF THE MOUTH. THE LEFT SIDE RUNS MORE STRAIGHT DOWN AND I SUSPECT IS TWISTED UNDERNEATH BEFORE RUNNING FORWARD.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","1","HUWH",0,0,1,0,0,0,0,1,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","6-Oct-17","","","WELL-MARKED WHALE INITIALLY SEEN WITH GREEN GILLNET AROUND ROSTRUM AND THROUGH MOUTH NEAR SAN JUAN ISLAND. WHALE SEEN SEVERAL TIMES THEREAFTER, AS LATE AS DECEMBER 2017. TEAM APPROACHED WHALE AND TOOK PHOTOS AND VIDEO AND COULD NOT FIND ANY REMAINING GILLNET. ANIMAL IS THOUGHT TO HAVE SELF-RELEASED FROM GEAR. ORIGINAL GEAR CONFIGURATION AND AMOUNT IS UNKNOWN. WHALE RESIGHTED ON 10/8/2018 GEAR FREE.","EN","NS","RECOVERED","Self Release",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Gillnet","","HUWH",0,0,0,0,0,0,1,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","25-Nov-17","","","ORANGE LINE AROUND TORSO FORWARD OF ITS DORSAL FIN, ORANGE AND GREEN LINE REPORTED BY FISHERMAN, TRAILING 40-50 FEET OF LINE BEHIND, ANIMAL SELF-RELEASED, APPROACHED AND PHOTOGRAPHED / VIDEO BY P. STAPP. VIDEO SHOWS WHALE FREE OF GEAR AND WITHOUT APPARENT INJURY, IN THE COMPANY OF ANOTHER HUMPBACK.","EN","NS","UNKNOWN","Self Release",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Unidentified","1","HUWH",0,0,0,0,0,0,1,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","6-Dec-17","","","ANCHORED WITH BODY WRAP, ANIMAL NOT FLUKING. AT LEAST TWO WRAPS AROUND CAUDAL PEDUNCLE AND LINES EXTENDING TOWARDS FLIPPERS LOW ON BOTH SIDES OF BODY. MULTIPLE WRAPS. ONE GREEN LINE AND 1 RED LINE CLEARLY RUNNING FROM TANGLE OF BUOYS OVER BODY TOWARD HEAD/MOUTH. GEAR SHIFTS AS WHALE SURFACES; 2 WHITE BULLET BUOYS WITH GREEN ENDS PLUS LIGHT BLUE BUOY TAG- LICENSE NUMBER USED TO CONFIRM FISHERY. 5 BUOYS TOTAL AND A TANGLE OF LINES. AT LEAST 3 SETS INVOLVED.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",1,0,0,1,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",1,0
"PAC","29-Dec-17","","","GREEN LINE WRAPPED TWICE AROUND BODY BEHIND HEAD AND FORWARD OF DORSAL HUMP. 2 ORANGE/YELLOW BUOYS TRAILING, BUOYS HAVE WHAT APPEARS TO BE A ROUND, PURPLE TAG (CONSISTENT WITH WA DUNGENESS CRAB). LINES APPEAR TO BE SNUGLY WRAPPED AROUND BODY AND AT LEAST ONE INDENTATION FROM LINE IS EVIDENT ON BODY. OBSERVERS WERE NOT ABLE TO RELOCATE WHALE, WHICH OTHERWISE LOOKED HEALTHY. MULTIPLE WRAPS AND CONSTRICTING ENTANGLEMENT. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","1","HUWH",0,0,1,0,0,0,0,1,0,0,0,0,0,1,"VSpdUnk","VSzUnk",1,0
"PAC","29-Apr-18","","","PHOTOS SHOW WHALE WITH LINES AND MULTIPLE BUOYS TRAILING BEHIND AND OVER DORSAL ASPECT OF WHALE. YELLOW OVAL TAGS VISIBLE ON TWO BUOYS (1 ON EACH). REPORTING PARTY NARRATIVE AND PHOTOS SHOW EVIDENCE OF A WHALE THAT IS ANCHORED. CHARTER VESSEL MADE UNAUTHORIZED ATTEMPT TO REMOVE GEAR FROM WHALE. AMOUNT AND CONFIGURATION OF GEAR REMAINING ON WHALE IS UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","HUWH",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","13-May-18","","","TWO LARGE WHALES THAT APPEARED TO BE ""ENTANGLED TOGETHER"" 8.5 MILES OUTSIDE OF GOLDEN GATE BRIDGE. ENTANGLEMENT WAS DESCRIBED AS 4 BUOYS, 2 SETS OF ""CRAB POT BUOYS"" WRAPPED AROUND MAIN PART OF ONE OF THE WHALES. NO PHOTOS OR VIDEO. NO RESIGHTS. BASED ON NARRATIVE, ONLY ONE WHALE IS CONFIRMED ENTANGLED, THOUGH TWO MAY HAVE BEEN PRESENT AND IN CLOSE PROXIMITY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","14-May-18","","","SINGLE WRAP OF GREEN/BLUE LINE BEHIND BLOWHOLE AND IN FRONT OF DORSAL FIN. LINE IS SNUGLY AROUND ANIMAL. FREE-SWIMMING ANIMAL RESIGHTED NEXT DAY, OUTCOME UNKNOWN. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. CONSTRICTING ENTANGLEMENT BECAUSE LINE IS TIGHT AROUND ANIMAL.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Unidentified","","HUWH",0,0,1,0,0,0,0,1,0,0,0,0,1,0,"VSpdUnk","VSzUnk",0,0
"PAC","16-May-18","","","FREE-SWIMMING WHALE TRAILING 2 WHITE BUOYS APPROXIMATELY 70 FT. BEHIND FLUKES. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","1","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"PAC","17-May-18","","","GREEN AND WHITE LINE WRAPPED TIGHTLY AROUND LEFT PECTORAL, PASSING THROUGH LEFT GAPE. EVIDENCE OF A WRAP AROUND THROAT (BLOATING LIKELY CAUSED ROPE TO SNAP, FRAYED ENDS VISIBLE. GREEN, ORANGE, AND WHITE LINES WRAPPED AROUND TAILSTOCK. FAINT IMPRESSIONS ACROSS VENTRAL LEFT FLUKE. TRAILING 2 CRAB POTS. ORIGINALLY SEEN WITH 2 ORANGE BUOYS (WHILE FLOATING), ONE VISIBLE IN INITIAL PHOTOS OF THE BEACH LANDING, BUT HAD BEEN REMOVED BY UNKNOWN PERSONS PRIOR TO EXAMINATION. WCR REPORTS THAT GEAR INCLUDED BOTH WA STATE AND TRIBAL FISHERIES. EVIDENCE OF CONSTRICTING WRAP.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","1","HUWH",0,0,1,0,0,0,0,0,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","23-May-18","","","MULTIPLE BUOYS AND LINES WRAPPED SNUGLY AROUND THE TAILSTOCK AREA OF THE FLUKES. MULTIPLE WRAPS WITH CONSTRICTING LINE. AT LEAST TWO SETS OF GEAR INVOLVED IN THE ENTANGLEMENT, WITH CALIFORNIA AND OREGON TAGS PRESENT. MASS OF LINES ON DORSAL SIDE OF FLUKE WITH LINE WRAPPING UNDERNEATH THE TAILSTOCK AND COMING BACK OVER TOP ON BOTH FLUKE BLADES AND MEETING AT LARGE MASS IN CENTER OF FLUKE. GEAR MASS AND DRAG POTENTIAL WARRANT THIS CASE BEING DESIGNATED A SERIOUS INJURY UNDER CRITERIA L2. PHOTOS REVIEWED BY J. CARRETTA. TELEMETRY BUOYS WERE ATTACHED BY WHALE DISENTANGLEMENT TEAM, BUT DID NOT REMAIN ON WHEN WHALE DOVE. FISHERMAN WAS INTERVIEWED AND HAD BEEN FISHING NEAR CRESCENT CITY NEAR TIME OF ENTANGLEMENT. FINAL OUTCOME UNKNOWN.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",1,0
"PAC","27-May-18","","","TWISTED RED/ORANGE LINE (HYDROPRO) WRAPPED TIGHTLY TWICE AROUND BODY, FORWARD OF DORSAL FIN. ABRAIDED AND INDENTED SKIN VISIBLE FROM DRONE FOOTAGE FORWARD OF ROPE, EVIDENCE THAT ROPE HAD MOVED BACKWARDS ON BODY TO CURRENT POSITION. PECTORAL FLIPPERS NOT VISIBLE FROM CLEAR DRONE FOOTAGE. ONE BUOY (WHITE WITH BLACK ON LAST 2/3 OF BUOY) WITH YELLOW DUNGENESS CRAB TAG, POTENTIALLY PINNING RIGHT PECTORAL FLIPPER TO BODY (FROM DRONE FOOTAGE). SERIOUS INJURY UNDER L2 CRITERIA DUE TO CONSTRICTING GEAR AND MULTIPLE WRAPS THAT MAY BE PINNING PECTORAL FLIPPERS. PHOTOS REVIEWED BY J. CARRETTA.","EN","SI","UNKNOWN","-",0,"F","-","L2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",0,0,1,0,0,0,0,0,0,0,0,1,0,0,"VSpdUnk","VSzUnk",1,0
"PAC","29-Jun-18","","","WHALE WITH LINE AROUND FLUKES WITH YELLOW AND ORANGE BUOYS AT SURFACE TRAILING ABOUT 50 YARDS BEHIND WHALE. BUOYS MOVING IN SAME DIRECTION AS WHALE AND GOING UNDERWATER WHEN WHALE DOVE. BUOYS NOT SEEN IN SAME LOCATION LATER IN THE DAY. 3 BUOYS (POTENTIALLY 4) -- 1 TRI-COLORED WITH ORANGE AND PINK/ RED WITH BLACK STRIPE IN MIDDLE WITH POSSIBLE DUNGENESS CRAB FISHERY TAG. 1 ALL ORANGE WITH SILVER OR WHITE REFLECTIVE TAPE STRIPE IN MIDDLE WITH POSSIBLE PINK TAG. 1 THAT IS HARD TO TELL IF ONE OR TWO BUT YELLOW/ORANGE IN COLOR. POTENTIAL RESIGHT IN MEXICO IN DECEMBER 2018- PHOTOS OF GEAR MATCH- FOLLOWING UP WITH RP FROM MEXICO. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. ONE POOR-QUALITY PHOTO REVIEWED BY J. CARRETTA.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","2-Jul-18","","","BLUE MESH GILLNET THAT HAS A STRETCH DIAMETER OF JUST UNDER 12"", SMALLER THAN THAT USED IN LARGE MESH GILLNET FISHERY. TEN FLOATS ON YELLOW TWISTED POLYPRO LINE (SOME FLOATS WERE BLACK, SOME WERE WHITE); LEAD LINE W/ LEADS ALSO IN TANGLED MASS. VERY SEVERE ENTANGLEMENT THAT HAS BEEN ON THIS WHALE FOR SOMETIME AS INDICATED BY THE DEEP WOUNDS AND HEAVY CYAMID LOAD THAT IS COVERING A LOT OF THE DORSAL SURFACE OF THE BODY. MULTIPLE WRAPS OF GILLNET, ROPE, AND FLOAT FORMING TIGHT NEST AROUND PEDUNCLE AND FLUKES. CONSTRICTING ENTANGLEMENT AND HEALTH DECLINE.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Gillnet","","HUWH",0,0,1,1,1,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",1,0
"PAC","7-Jul-18","","","HUMPBACK TRAILING A SINGLE ORANGE AND WHITE BUOY, POSSIBLY ATTACHED TO LEFT PECTORAL FLIPPER. EXTENT OF ENTANGLEMENT AND AMOUNT OF GEAR UNKNOWN. PHOTOS REVIEWED BY J. CARRETTA.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Pot/Trap","1","HUWH",0,0,0,0,0,0,0,0,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"PAC","12-Jul-18","","","EMACIATED ADULT COW ENTANGLED WITH ATTENDENT CALF. LINE COMING OUT BOTH SIDES OF THE MOUTH. LEFT SIDE GOES UNDER THE PECTORAL FLIPPER AND HAS THREE BUYS WITH THE FIRST AT ABOUT THE DORSAL FIN, THE THIRD JUST AT THE LEADING EDGE OF THE FLUKE. LINE COMING OUT RIGHT SIDE OF MOUTH GOES UNDER RIGHT PECTORAL FLIPPER AND DISAPPEARS AND MAY HAVE SOME WEIGHT (POT) ON THE END. ALL THREE BUOYS ORANGE COLORED AND HAVE SIGNIFICANT ALGAL GROWTH, INDICATING ENTANGLEMENT IS NOT RECENT. YELLOW DUNGENESS CRAB POT TAG ON BUOY CLOSEST TO WHALE. FINAL OUTCOME UNKNOWN. PRORATED SERIOUS INJURY WITH VALUE = 1 DUE TO EMACIATED CONDITION AND HEALTH DECLINE. PHOTOS REVIEWED BY J. CARRETTA.","EN","PR","DECLINE","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",0,1,0,1,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","12-Jul-18","","","DEPENDENT CALF OF ENTANGLED AND SERIOUSLY-INJURED MOTHER. ASSUMPTION UNDER L8 IS THAT DEPENDENT CALF NOT LIKELY TO SURVIVE.","EN","SI","UNKNOWN","-",0,"F","-","L8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"PAC","15-Jul-18","","","MULTIPLE WRAPS OF BLUE/GRAY LINE AROUND BODY WITH A RED BULLET BUOY THAT FORMED A 'BIRD'S NEST' OF GEAR ON DORSAL ASPECT OF WHALE BETWEEN DORSAL FIN AND FLUKES. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NO PHOTOS.","EN","PR","UNKNOWN","-",0,"F","-","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"Unidentified","","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",1,0
"PAC","18-Jul-18","","","DEAD HUMPBACK WHALE STRANDED IN MEXICO WITH CALIFORNIA COMMERCIAL DUNGENESS CRAB GEAR ENTANGLEMENT. PHOTOS SHOW LINE, 2 BUOYS, AND YELLOW SHIELD TAG WITH NUMBER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","EN","MT","DEAD","-",0,"F","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","","HUWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
